customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0353,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.13,83.13147523009476,Yes
C0354,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),50.62,680.9004800403369,Yes
C0355,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,118.75,902.5070906533399,Yes
C0356,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),62.42,62.911925363996836,No
C0357,Male,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.55,877.7216615560004,No
C0358,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,886.6460596307174,No
C0359,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.74,4093.790630865759,No
C0360,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118.75,1218.1669535283877,Yes
C0361,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.98,4927.472910076638,Yes
C0362,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),53.97,2076.075914293351,No
C0363,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.68,156.73142120018775,Yes
C0364,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.03,1488.0208672852002,No
C0365,Female,1,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.35,1867.976936389695,Yes
C0366,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,95.65,2737.8929860478606,No
C0367,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.51,904.1034528213838,No
C0368,Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.79,1416.2899324870357,No
C0369,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,35.83,158.36784747584895,Yes
C0370,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.55,332.4465400264928,No
C0371,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),69.14,4711.90531065611,No
C0372,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,18.25,395.3373770459866,No
C0373,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.1,65.10096798303837,Yes
C0374,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),93.82,93.81910305482866,No
C0375,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.72,3580.7555096984147,Yes
C0376,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,107.09,2003.8946135865303,No
C0377,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.4,1909.08290757808,Yes
C0378,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,21.4,1003.0148725681081,Yes
C0379,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,41.36,1700.2313113314717,No
C0380,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.78,1085.5953594581827,No
C0381,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,115.62,313.88228420556925,No
C0382,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.75,503.7914504312811,Yes
C0383,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,18.25,414.42849720390876,No
C0384,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.43,500.32026273856354,Yes
C0385,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.0,948.3681904827023,No
C0386,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.31,463.7673265027929,No
C0387,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58.17,1459.9736233050041,Yes
C0388,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,42.06,189.43589538968308,Yes
C0389,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.85,82.8472270810166,No
C0390,Female,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.2,3457.2453947320937,Yes
C0391,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,112.94,471.719439059603,Yes
C0392,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,41.32,1258.425942237474,No
C0393,Male,1,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.76,1461.01701347674,No
C0394,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.66,7783.17378685585,No
C0395,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),79.46,3454.4500122662625,No
C0396,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.54,1191.96064774899,Yes
C0397,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.95,1670.424962763885,No
C0398,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.68,95.68044147396806,Yes
C0399,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,50.19,494.48298465697786,No
C0400,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.78,1272.4731729374307,No
C0401,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,18.25,624.6978530224748,No
C0402,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,29.48,593.9262965460446,No
C0403,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.77,153.55968077259857,Yes
C0404,Female,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),18.25,737.9079729052792,No
C0405,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.6,561.1190019490616,No
C0406,Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),66.38,2646.511894815261,No
C0407,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.44,1113.07977066617,No
C0408,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.15,374.8446840578963,No
C0409,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.97,201.67189380895883,No
C0410,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.66,35.65516033156457,Yes
C0411,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.66,1494.808743003514,No
C0412,Female,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.95,1926.3218807856288,Yes
C0413,Female,1,Yes,No,20,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),109.84,2491.2179085634807,No
C0414,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),42.05,752.7994266393545,No
C0415,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,73.35,1714.1132042736292,Yes
C0416,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,47.64,738.8059927985407,Yes
C0417,Male,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.25,115.90215682927004,Yes
C0418,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.37,151.00793321295112,Yes
C0419,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),32.36,1247.2851427701426,No
C0420,Female,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.82,2322.1961303170197,Yes
C0421,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,88.79,625.0713905963065,No
C0422,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.25,703.7349946781156,No
C0423,Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.01,1156.0545464656627,No
C0424,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.71,144.1447134088449,Yes
C0425,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.75,149.49434877449275,Yes
C0426,Female,0,No,No,28,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,64.06,1965.9425860875026,No
C0427,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,94.6,4494.495573793489,No
C0428,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),20.49,673.4169265123766,No
C0429,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),52.54,1461.606358044794,No
C0430,Male,1,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,18.25,63.455666006166354,No
C0431,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.5,65.7085981206994,Yes
C0432,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.58,655.1235212170072,No
C0433,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,18.25,804.037689212446,No
C0434,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.63,6055.10078177535,Yes
C0435,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.38,333.5994072969283,No
C0436,Female,1,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.05,3158.1209809634324,Yes
C0437,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.84,1097.1101737470144,No
C0438,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.1,32.09651466042363,No
C0439,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,92.04,1921.711486327184,Yes
C0440,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.77,1459.4686311847336,No
C0441,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.48,18.47805192956723,Yes
C0442,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.35,2757.6592855926297,No
C0443,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.88,57.87656307903714,No
C0444,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,69.34,69.33646136879157,No
C0445,Female,1,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.73,493.65025491879226,No
C0446,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,111.11,4885.938207413681,Yes
C0447,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.33,929.8791163018403,Yes
C0448,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.01,3253.4009359660236,No
C0449,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.42,2006.5208252074221,No
C0450,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.67,895.7751414403791,No
C0451,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.42,2875.7070359896165,Yes
C0452,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.51,912.6240088942326,Yes
C0453,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),60.43,1861.020610201707,Yes
C0454,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.34,298.0033464466918,Yes
C0455,Male,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.73,619.2345800824774,No
C0456,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.26,979.7387630302458,No
C0457,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,6499.704609917329,No
C0458,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),57.53,674.7875095806799,No
C0459,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,118.75,2567.1328254167174,No
C0460,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.0,1369.5745844821224,Yes
C0461,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.49,785.1782818126798,No
C0462,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.81,40.811523567205796,Yes
C0463,Female,1,No,Yes,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.35,358.52257779326317,Yes
C0464,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),18.25,804.674906170463,Yes
C0465,Female,0,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.83,2088.7189414956993,No
C0466,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),40.79,175.59364255787784,No
C0467,Male,1,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,50.9,2555.148288449299,Yes
C0468,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.98,60.396004628602526,No
C0469,Male,1,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),31.7,816.7302955603218,No
C0470,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),18.25,733.9697354011095,No
C0471,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,61.13,2654.7918715323112,No
C0472,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.15,955.2276727819199,No
C0473,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,540.0405839250767,No
C0474,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),47.69,590.1994482847558,No
C0475,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.58,2690.5204439993677,Yes
C0476,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.77,994.8465808366205,No
C0477,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.98,1358.881931657183,Yes
C0478,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),76.48,76.47727428550377,Yes
C0479,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.41,1861.327228846842,No
C0480,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,38.49,811.4052908717287,No
C0481,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.38,666.8213817378356,No
C0482,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),27.76,668.6610777842614,No
C0483,Male,0,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,79.71,4957.122209846042,No
C0484,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,54.48,1830.638201329986,No
C0485,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.51,389.4206123525216,Yes
C0486,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.83,2722.498920557093,No
C0487,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.25,74.28469862919653,Yes
C0488,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.41,2145.0199927989433,Yes
C0489,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.08,2469.9513605507473,No
C0490,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.8,287.9917443235488,Yes
C0491,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.06,2380.8565217024207,No
C0492,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.18,2751.655373737621,Yes
C0493,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.85,787.1710071003115,Yes
C0494,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,38.29,271.38401271910067,No
C0495,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,96.81,1337.4347492735376,Yes
C0496,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.69,2904.7123284406207,Yes
C0497,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.45,440.69508582465824,Yes
C0498,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),50.32,1093.5392269574452,No
C0499,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,64.58,525.987861689745,Yes
C0500,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.04,367.3665382419475,No
C0501,Female,1,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.58,2122.142506295726,Yes
C0502,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,82.95,928.5873118520844,No
C0503,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,97.0,7041.1304092524115,No
C0504,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),19.01,392.566209533162,No
C0505,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.88,1382.052048430173,Yes
C0506,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,52.36,52.355686597706296,Yes
C0507,Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),69.15,4859.506916997619,No
C0508,Female,1,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.58,42.56368488683209,No
C0509,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),40.01,543.1455122815742,Yes
C0510,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.81,657.226396733996,No
C0511,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.3,344.2852161389432,No
C0512,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,40.31,975.1031428493944,Yes
C0513,Female,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,34.19,845.5465101988643,No
C0514,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.91,65.91075942600436,Yes
C0515,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.72,1006.5583740178595,No
C0516,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,20.67,804.978696308072,Yes
C0517,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.12,477.6750831037714,No
C0518,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,89.13,206.4656434484425,Yes
C0519,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.43,210.42052606262567,No
C0520,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,90.02,529.3857063069211,No
C0521,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,48.72,153.13177472381514,Yes
C0522,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),92.2,1064.4795712520652,No
C0523,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,48.96,1153.5336339291841,No
C0524,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.01,94.00583640132798,Yes
C0525,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),108.0,1870.1375954926139,No
C0526,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.18,5061.712199898644,No
